id,filename,label
146,xalan-2.7.1/DescendantIterator_DescendantIterator.java,1
147,xalan-2.7.1/PredicatedNodeTest_executePredicates.java,1
149,xalan-2.7.1/DOM3TreeWalker_initProperties.java,1
150,xalan-2.7.1/ObjectFactory_lookUpFactoryClassName_1.java,1
151,xalan-2.7.1/WriterToUTF8Buffered_write.java,1
152,xalan-2.7.1/MethodGenerator_widenConditionalBranchTargetOffsets.java,1
154,freemind-0.9.0/XMLElementAdapter_processUnfinishedLinks.java,0
155,freemind-0.9.0/HtmlTools_removeInvalidXmlCharacters.java,1
156,freemind-0.9.0/NodeView_treeNodesRemoved.java,1
157,jasml-0.10/JavaClassDumpper_dumpAttribute.java,1
159,jasperreports-3.7.3/MappingLexer_mINT.java,0
160,jasperreports-3.7.3/JRTextExporter_justifyText.java,0
161,jasperreports-3.7.3/JRXlsAbstractExporter_exportReport.java,1
162,jasperreports-3.7.3/TextMeasurer_appendTruncateSuffix.java,1
163,jFin_DateMath-R1.0.1/CSVFileFormatTokenizer_split.java,0
164,jFin_DateMath-R1.0.1/CSVFileFormatTokenizer_initialise.java,1
165,jfreechart-1.0.13/DynamicTimeSeriesCollection_wrapOffset.java,0
166,jfreechart-1.0.13/SegmentedTimeline_addBaseTimelineException.java,0
167,jfreechart-1.0.13/CustomPieURLGenerator_equals.java,0
168,jfreechart-1.0.13/DefaultWindDataset_DefaultWindDataset.java,0
169,jfreechart-1.0.13/Week_parseWeek.java,1
170,jfreechart-1.0.13/MovingAverage_createMovingAverage_1.java,1
171,jfreechart-1.0.13/XYPlot_getDataRange.java,1
172,jfreechart-1.0.13/PeriodAxis_drawTickMarksHorizontal.java,1
173,jgroups-2.10.0/MultiRequest_sendRequest.java,0
174,jgroups-2.10.0/TP_run_1.java,0
175,jgroups-2.10.0/ProtocolStack_copyProtocols.java,0
176,jgroups-2.10.0/COMPRESS_down.java,1
177,jgroups-2.10.0/Util_objectToStream.java,1
178,jgroups-2.10.0/JChannelFactory_parse.java,1
180,jmoney-0.4.4/QIF_removeSimilarTransfer.java,1
181,poi-3.6/DrawingManager_allocateShapeId.java,0
184,poi-3.6/BinaryTree_doRedBlackDeleteFixup.java,1
185,xalan-2.7.1/TransformerImpl_waitTransformThread.java,0
186,xalan-2.7.1/TreeWalker_traverseFragment.java,0
187,xalan-2.7.1/TypedPrecedingSiblingIterator_next.java,0
188,xalan-2.7.1/TemplateList_getTemplate.java,0
189,xalan-2.7.1/DOMWSFilter_getShouldStripSpace.java,1
191,xalan-2.7.1/SAX2DTM2_setStartNode.java,1
192,xalan-2.7.1/ObjectFactory_lookUpFactoryClassName_2.java,1
